,TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_BYTES,Clusters
1116,0,1,1,12,1
1117,10,22,0,28,4
1118,0,16,0,0,4
1119,3,7,0,37,1
1120,13,22,0,44,4
1121,9,1,0,29,1
1122,1,1,2,104,1
1123,0,14,0,0,4
1124,0,3,2,136,1
1125,5,6,0,120,1
1126,0,3,2,136,1
1127,11,21,0,54,4
1128,0,2,1920,15360,1
1129,0,1,2,112,1
1130,9,22,0,56,4
1131,1,3,2,136,1
1132,333,1,0,0,1
1133,1,1,2,96,1
1134,3,22,0,174,4
1135,8,2,0,379,1
1136,8,22,0,77,4
1137,0,2,2,144,1
1138,13,22,0,40,4
1139,11,12,0,26,4
1140,1,1,1,12,1
1141,3,1,0,24,1
1142,3,5,0,42,1
1143,0,3,0,0,1
1144,1,2,1,208,1
1145,8,3,0,21,1
1146,2,2,0,298,1
1147,4,10,0,66,1
1148,4,4,0,30,1
1149,0,1,2,112,1
1150,0,3,0,0,1
1151,6,7,0,56,1
1152,2,5,0,4,1
1153,1,3,2,136,1
1154,0,3,2,136,1
1155,3,5,0,45,1
1156,2,2,0,60,1
1157,1,3,2,136,1
1158,0,2,1920,15360,1
1159,9,22,0,56,4
1160,205,26,0,0,4
1161,4,1,0,28,1
1162,55,10,0,2,1
1163,0,2,1920,15360,1
1164,1,2,1920,15360,1
1165,9,7,0,13,1
1166,10,1,0,11,1
1167,0,2,2,144,1
1168,2,1,960,7680,1
1169,4,2,0,201,1
1170,2,4,1,148,1
1171,63,2,0,45,1
1172,11,22,0,45,4
1173,239,11,0,1,1
1174,0,4,2,360,1
1175,1,2,1,768,1
1176,1,6,2,152,1
1177,1,1,1920,15360,1
1178,30,2,0,44,1
1179,7,2,0,258,1
1180,0,1,1,12,1
1181,3,20,0,152,4
1182,6,22,0,101,4
1183,5,2,0,508,1
1184,15,22,0,38,4
1185,0,3,2,136,1
1186,0,6,2,96,1
1187,10,22,0,50,4
1188,0,2,1920,15360,1
1189,4,22,0,141,4
1190,1,1,2,32,1
1191,5,5,0,33,1
1192,0,3,2,112,1
1193,0,3,2,136,1
1194,3,4,0,77,1
1195,5,22,0,118,4
1196,1,1,1,12,1
1197,4,1,0,28,1
1198,1,6,2,576,1
1199,0,3,0,0,1
1200,5,1,0,19,1
1201,1,22,1,560,4
1202,2,1,1,56,1
1203,0,1,2,32,1
1204,125,21,0,5,4
1205,0,3,0,0,1
1206,2,1,1,112,1
1207,28,20,0,4,4
1208,1,2,1,220,1
1209,14,2,0,50,1
1210,3,22,0,217,4
1211,3,1,0,16,1
1212,1,2,1,3264,1
1213,11,7,0,10,1
1214,4,7,0,76,1
1215,8,1,0,14,1
1216,1,2,1,1580,1
1217,5,1,0,22,1
1218,0,1,1,12,1
1219,3,22,0,157,4
1220,1,1,1,12,1
1221,1,1,2,112,1
1222,3,2,0,121,1
1223,1,3,2,136,1
1224,0,1,1,12,1
1225,0,1,2,64,1
1226,1,6,1,104,1
1227,1,1,1,12,1
1228,1,3,2,200,1
1229,2,22,0,242,4
1230,3,22,0,162,4
1231,2,7,1,56,1
1232,9,2,0,137,1
1233,25,1,0,1,1
1234,10,13,0,23,4
1235,3,2,0,526,1
1236,14,18,0,5,4
1237,0,1,1920,15360,1
1238,152,2,0,7,1
1239,2,1,1,100,1
1240,4,2,0,127,1
1241,1,2,1,340,1
1242,10,21,0,52,4
1243,3,5,0,45,1
1244,9,2,0,216,1
1245,1,7,2,112,1
1246,2,22,0,244,4
1247,0,2,1920,15360,1
1248,2,4,1,340,1
1249,1,5,1,8,1
1250,3,8,0,56,1
1251,11,2,0,209,1
1252,0,1,2,72,1
1253,3,21,0,186,4
1254,1,1,2,440,1
1255,5,22,0,92,4
1256,1,3,2,136,1
1257,0,2,1,376,1
1258,6,19,0,73,4
1259,1,3,2,136,1
1260,0,3,0,0,1
1261,3,2,0,548,1
1262,4,22,0,131,4
1263,2,22,0,262,4
1264,0,3,0,0,1
1265,335,1,0,0,1
1266,1,1,1920,15360,1
1267,2,3,1,52,1
1268,2,5,1,152,1
1269,0,1,2,112,1
1270,75,2,0,5,1
1271,28,2,0,80,1
1272,6,22,0,101,4
1273,5,6,0,89,1
1274,0,2,1,2332,1
1275,2,5,1,64,1
1276,13,2,0,109,1
1277,0,3,0,0,1
1278,7,2,0,304,1
1279,2,2,0,228,1
1280,1,1,2,64,1
1281,38,122,0,9,4
1282,8,1,0,1,1
1283,212,1,0,0,1
1284,2,5,1,68,1
1285,1,2,2,168,1
1286,0,2,1920,15360,1
1287,0,1,1,12,1
1288,5,7,0,22,1
1289,3,2,0,638,1
1290,270,6,0,0,1
1291,10,2,192,1536,1
1292,2,3,1,84,1
1293,1,3,2,136,1
1294,6,2,0,29,1
1295,7,1,0,14,1
1296,3,5,0,24,1
1297,36,5,0,18,1
1298,4,4,0,48,1
1299,1,6,1,116,1
1300,18,22,0,26,4
1301,0,3,2,136,1
1302,1,1,1,12,1
1303,0,1,0,0,1
1304,1,7,2,96,1
1305,2,2,0,396,1
1306,11,22,0,62,4
1307,5,7,0,22,1
1308,30,1,0,154,1
1309,10,3,0,20,1
1310,1,1,2,408,1
1311,242,2,0,4,1
1312,3,3,0,45,1
1313,20,1,0,1,1
1314,2,5,1,68,1
1315,2,1,0,6,1
1316,2,1,1,56,1
1317,7,1,0,10,1
1318,0,1,1920,15360,1
1319,1,3,0,0,1
1320,9,3,0,64,1
1321,19,1,0,16,1
1322,9,22,0,65,4
1323,12,2,0,91,1
1324,0,1,2,96,1
1325,6,22,0,110,4
1326,1,2,1,44,1
1327,13,2,0,20,1
1328,0,1,1920,15360,1
1329,0,1,0,0,1
1330,3,2,0,398,1
1331,0,3,2,136,1
1332,0,2,1,816,1
1333,4,21,0,131,4
1334,4,1,0,170,1
1335,5,2,0,350,1
1336,0,2,2,144,1
1337,23,17,0,3,4
1338,6,12,0,43,4
1339,0,3,0,0,1
1340,10,5,0,13,1
1341,3,3,0,37,1
1342,0,3,0,0,1
1343,1,3,2,680,1
1344,1,3,2,112,1
1345,10,22,0,50,4
1346,0,1,1920,15360,1
1347,6,3,0,53,1
1348,1,1,1,12,1
1349,0,1,0,0,1
1350,424,16,0,1,4
1351,1,3,2,136,1
1352,0,1,1,12,1
1353,2,3,1,56,1
1354,34,22,0,16,4
1355,57,21,0,11,4
1356,1,1,1,12,1
1357,0,2,1920,15360,1
1358,13,22,0,35,4
1359,21,2,0,81,1
1360,62,22,0,12,4
1361,6,20,0,70,4
1362,1,1,2,280,1
1363,8,2,0,400,1
1364,6,21,0,110,4
1365,6,2,0,327,1
1366,1,3,2,136,1
1367,1,7,1,148,1
1368,3,2,0,548,1
1369,0,1,1,12,1
1370,1,1,2,280,1
1371,2,4,1,72,1
1372,127,1,0,0,1
1373,4,1,0,22,1
1374,14,6,0,7,1
1375,13,22,0,39,4
1376,3,6,0,32,1
1377,546,1,0,0,1
1378,7,1,0,12,1
1379,1,3,2,112,1
1380,7,1,0,62,1
1381,21,2,0,4,1
1382,4,2,480,3840,1
1383,218,7,0,0,1
1384,21,12,0,4,4
1385,1,1,2,72,1
1386,2,6,1,156,1
1387,0,3,2,136,1
1388,1,3,2,64,1
1389,15,21,0,33,4
1390,7,7,0,16,1
1391,0,1,2,64,1
1392,1,2,2,144,1
1393,3,2,0,566,1
1394,0,1,1,12,1
1395,2,2,0,528,1
1396,14,2,0,19,1
1397,1,3,2,136,1
1398,1,5,2,232,1
1399,0,3,0,0,1
1400,0,3,2,136,1
1401,2,22,0,310,4
1402,1,3,2,136,1
1403,1,1,2,112,1
1404,2,7,1,56,1
1405,4,3,0,28,1
1406,0,5,0,0,1
1407,0,3,0,0,1
1408,1,3,2,136,1
1409,1,1,2,112,1
1410,22,5,0,14,1
1411,1,4,2,224,1
1412,3,1,0,37,1
1413,9,2,0,294,1
1414,28,2,0,43,1
1415,1,22,1,488,4
1416,4,1,0,26,1
1417,0,1,2,48,1
1418,141,1,0,0,1
1419,0,1,2,48,1
1420,10,2,0,173,1
1421,16,21,0,31,4
1422,8,2,0,302,1
1423,0,1,1,12,1
1424,5,3,0,20,1
1425,12,7,0,9,1
1426,17,1,0,4,1
1427,15,22,0,29,4
1428,0,1,2,128,1
1429,0,1,1,12,1
1430,1,3,2,136,1
1431,1,1,2,104,1
1432,65,13,0,3,4
1433,21,22,0,22,4
1434,0,1,1,12,1
1435,829,22,0,0,4
1436,0,3,2,136,1
1437,3,22,0,177,4
1438,227,4,0,0,1
1439,7,2,0,313,1
1440,44,1,0,5,1
1441,12,21,0,47,4
1442,290,23,0,1,4
1443,0,3,0,0,1
1444,5,1,0,14,1
1445,1,3,2,72,1
1446,4,2,0,179,1
1447,2,7,1,108,1
1448,1,7,2,112,1
1449,24,3,0,11,1
1450,6,9,0,38,1
1451,0,2,1920,15360,1
1452,0,3,2,136,1
1453,0,3,0,0,1
1454,2,3,1,56,1
1455,1,7,2,192,1
1456,17,7,0,13,1
1457,4,22,0,153,4
1458,1,2,1920,15360,1
1459,1,1,1920,15360,1
1460,28,2,0,84,1
1461,4,6,0,36,1
1462,18,1,0,4,1
1463,0,3,2,136,1
1464,2,5,1,76,1
1465,1,5,1,8,1
1466,1,1,2,336,1
1467,2,13,0,160,4
1468,1,2,1,1144,1
1469,0,1,1,12,1
1470,0,3,2,136,1
1471,5,2,0,397,1
1472,215,2,0,0,1
1473,8,6,0,40,1
1474,0,1,1920,15360,1
1475,1,1,1,12,1
1476,2,5,1,80,1
1477,9,5,0,15,1
1478,5,1,0,22,1
1479,3,6,0,48,1
1480,1,3,2,136,1
1481,0,1,2,112,1
1482,4,4,0,36,1
1483,17,2,0,40,1
1484,15,2,0,122,1
1485,3,2,0,137,1
1486,0,1,2,120,1
1487,3,6,0,29,1
1488,1,10,1,240,1
1489,0,1,1,12,1
1490,2,2,1,44,1
1491,6,3,0,24,1
1492,1,3,2,112,1
1493,2,22,0,252,4
1494,2,3,1,52,1
1495,8,22,0,83,4
1496,3,4,0,36,1
1497,3,21,0,193,4
1498,0,3,2,136,1
1499,9,1,0,64,1
1500,6,22,0,112,4
1501,3,7,0,93,1
1502,0,2,1,748,1
1503,1,3,2,112,1
1504,1,1,2,192,1
1505,2,3,1,68,1
1506,11,22,0,53,4
1507,0,1,1,12,1
1508,7,1,0,10,1
1509,9,2,0,233,1
1510,0,2,1920,15360,1
1511,7,14,0,45,4
1512,3,8,0,58,1
1513,0,1,2,72,1
1514,3,2,0,522,1
1515,14,1,0,0,1
1516,2,2,0,216,1
1517,2,1,1,48,1
1518,1,7,2,96,1
1519,9,4,0,38,1
1520,0,3,2,136,1
1521,1,1,2,72,1
1522,5,6,0,36,1
1523,0,3,2,136,1
1524,618,9,0,1,1
1525,0,1,2,64,1
1526,1,1,2,152,1
1527,4,22,0,182,4
1528,0,1,1920,15360,1
1529,7,22,0,78,4
1530,0,1,1920,15360,1
1531,2,4,0,4,1
1532,3,2,0,154,1
1533,0,1,1,12,1
1534,1,3,2,136,1
1535,5,3,0,32,1
1536,0,2,2,144,1
1537,545,62,0,0,4
1538,7,22,0,73,4
1539,14,21,0,43,4
1540,2,1,1,16,1
1541,45,2,0,8,1
1542,0,1,2,72,1
1543,3,2,640,5120,1
1544,5,1,0,14,1
1545,262,21,0,2,4
1546,3,5,0,58,1
1547,2,1,960,7680,1
1548,1,1,2,112,1
1549,6,1,0,25,1
1550,8,22,0,79,4
1551,128,1,0,4,1
1552,8,2,0,76,1
1553,6,22,0,83,4
1554,20,1,0,9,1
1555,4,22,0,159,4
1556,3,12,0,102,4
1557,1,3,2,136,1
1558,16,22,0,32,4
1559,0,1,1,12,1
1560,0,1,1,12,1
1561,1,2,1,2180,1
1562,1,1,2,168,1
1563,4,22,0,144,4
1564,8,16,0,51,4
1565,4,2,0,153,1
1566,12,1,0,10,1
1567,1,2,1920,15360,1
1568,0,3,2,136,1
1569,2,1,1,16,1
1570,49,53,0,10,4
1571,2,5,1,36,1
1572,3,1,0,34,1
1573,7,18,0,66,4
1574,1,5,2,136,1
1575,2,2,0,528,1
1576,2,1,1,48,1
1577,34,22,0,16,4
1578,8,22,0,72,4
1579,0,3,2,136,1
1580,61,7,0,2,1
1581,1,1,2,48,1
1582,4,4,0,144,1
1583,49,2,0,63,1
1584,2,22,0,370,4
1585,1,1,2,112,1
1586,1,4,1,60,1
1587,0,3,2,136,1
1588,10,22,0,54,4
1589,2,2,0,358,1
1590,2,22,0,398,4
1591,2,1,960,7680,1
1592,1,2,1,44,1
1593,1,5,2,136,1
1594,8,2,0,121,1
1595,3,4,0,32,1
1596,1,22,1,444,4
1597,9,22,0,56,4
1598,3,1,0,48,1
1599,1,1,2,248,1
1600,4,1,0,28,1
1601,0,1,1,12,1
1602,3,1,0,4,1
1603,1,2,1920,15360,1
1604,0,1,2,112,1
1605,0,1,1,12,1
1606,0,1,1,12,1
1607,0,2,1920,15360,1
1608,2,1,0,6,1
1609,3,1,0,45,1
1610,7,2,0,246,1
1611,24,6,0,99,1
1612,7,21,0,78,4
1613,9,1,0,9,1
1614,4,1,0,14,1
1615,0,1,2,72,1
1616,9,1,0,35,1
1617,2,1,1,52,1
1618,0,1,1920,15360,1
1619,0,3,2,136,1
1620,1,1,1920,15360,1
1621,74,1,0,1,1
1622,5,18,0,81,4
1623,4,2,0,293,1
1624,1,5,2,168,1
1625,1,1,2,112,1
1626,0,1,2,32,1
1627,2,22,0,236,4
1628,0,1,1,12,1
1629,2,22,0,296,4
1630,21,2,0,35,1
1631,105,1,0,0,1
1632,4,4,0,104,1
1633,1,1,1,12,1
1634,2,2,1,200,1
1635,1,1,2,88,1
1636,1,5,2,176,1
1637,50,2,0,26,1
1638,2,1,1,56,1
1639,19,3,0,5,1
1640,2,2,0,116,1
1641,10,7,0,35,1
1642,14,8,0,9,1
1643,1,2,1,428,1
1644,40,6,0,13,1
1645,130,21,0,6,4
1646,2,22,0,324,4
1647,0,1,1,12,1
1648,29,1,0,2,1
1649,0,3,2,136,1
1650,8,22,0,57,4
1651,2,22,0,370,4
1652,8,1,240,1920,1
1653,252,22,0,2,4
1654,1,3,2,136,1
1655,0,6,2,224,1
1656,0,3,0,0,1
1657,15,22,0,30,4
1658,6,2,0,141,1
1659,2,6,1,124,1
1660,1,1,2,56,1
1661,3,22,0,185,4
1662,1,1,2,72,1
1663,2,3,1,44,1
1664,1,6,1,104,1
1665,4,7,0,48,1
1666,2,2,0,480,1
1667,10,14,1401,120936,4
1668,44,17,0,8,4
1669,8,22,0,84,4
1670,5,1,0,14,1
1671,3,22,0,177,4
1672,3,2,0,245,1
1673,2,5,1,40,1
1674,3,2,0,128,1
1675,0,1,1,12,1
1676,2,22,0,314,4
1677,78,7,0,5,1
1678,1,1,2,432,1
1679,2,2,0,142,1
1680,17,2,0,169,1
1681,4,22,0,150,4
1682,2,7,1,80,1
1683,2,13,0,178,4
1684,1,1,2,216,1
1685,1,3,2,112,1
1686,4,22,0,143,4
1687,0,1,1920,15360,1
1688,1,2,1,908,1
1689,0,3,2,136,1
1690,10,6,0,40,1
1691,4,22,0,239,4
1692,43,1,0,5,1
1693,0,7,2,112,1
1694,10,7,0,28,1
1695,1,7,2,112,1
1696,12,1,0,56,1
1697,1,5,2,80,1
1698,16,22,0,31,4
1699,1,3,2,112,1
1700,24,21,0,22,4
1701,2,2,0,306,1
1702,0,3,2,136,1
1703,31,22,0,18,4
1704,5,4,0,19,1
1705,0,1,2,696,1
1706,5,2,0,424,1
1707,8,21,0,128,4
1708,1,3,2,136,1
1709,2,2,0,1420,1
1710,1,2,1,148,1
1711,0,1,2,32,1
1712,1,3,2,112,1
1713,1,1,1,12,1
1714,16,2,0,51,1
1715,0,3,2,136,1
1716,0,3,0,0,1
1717,0,1,1,12,1
1718,0,1,0,0,1
1719,1,1,1920,15360,1
1720,0,4,1,88,1
1721,3,21,0,153,4
1722,0,1,1920,15360,1
1723,2,1,1,648,1
1724,7,6,0,122,1
1725,0,1,1,12,1
1726,59,5,0,3,1
1727,13,2,0,75,1
1728,1,3,2,136,1
1729,3,21,0,158,4
1730,2,8,0,88,1
1731,19,22,0,29,4
1732,0,3,2,112,1
1733,6,1,320,2560,1
1734,0,3,2,112,1
1735,0,1,2,112,1
1736,0,6,1,116,1
1737,20,4,96,768,1
1738,0,3,2,112,1
1739,0,6,1,124,1
1740,4,2,0,540,1
1741,1,1,2,112,1
1742,23,14,0,13,4
1743,7,1,0,19,1
1744,11,18,0,38,4
1745,294,21,0,2,4
1746,192,3,0,0,1
1747,10,22,0,46,4
1748,55,21,0,13,4
1749,0,2,1920,15360,1
1750,5,3,0,57,1
1751,23,2,0,100,1
1752,1,8,1,172,1
1753,7,22,0,82,4
1754,1,3,2,136,1
1755,4267,15,0,0,5
1756,2,3,1,68,1
1757,0,3,2,136,1
1758,1,3,2,112,1
1759,65,22,0,9,4
1760,1,3,2,136,1
1761,3,2,0,405,1
1762,88,3,0,2,1
1763,1,2,1,1628,1
1764,1,4,1920,15360,1
1765,2,7,1,56,1
1766,2,1,1,56,1
1767,0,4,1,56,1
1768,1,6,2,80,1
1769,5,18,0,86,4
1770,14,2,0,127,1
1771,1550,1,0,0,5
1772,1,3,0,0,1
1773,1,1,2,104,1
1774,0,3,0,0,1
1775,15,2,0,42,1
1776,6,21,0,124,4
1777,20,21,0,32,4
1778,1,2,1,236,1
1779,2,2,0,530,1
1780,6,22,0,82,4
1781,2,2,0,1206,1
1782,5,2,0,393,1
1783,0,3,0,0,1
1784,8,14,0,47,4
1785,1,1,2,320,1
1786,2,8,0,98,1
1787,4,22,0,153,4
1788,2,4,0,4,1
1789,7,2,274,2194,1
1790,1,2,1920,15360,1
1791,6,5,0,74,1
1792,11,21,0,50,4
1793,16,5,0,15,1
1794,2,1,0,6,1
1795,3,22,0,184,4
1796,4,7,0,28,1
1797,17,5,0,69,1
1798,3,1,0,4,1
1799,14,22,0,34,4
1800,14,22,0,39,4
1801,1,6,1,116,1
1802,2,5,1,68,1
1803,2,2,0,280,1
1804,0,1,1,12,1
1805,1,4,2,120,1
1806,2,2,0,1728,1
1807,5,1,0,12,1
1808,0,1,1,12,1
1809,1,2,1920,15360,1
1810,0,1,2,112,1
1811,5,5,0,33,1
1812,0,3,0,0,1
1813,4,2,0,386,1
1814,1,2,1,1116,1
1815,1,7,2,112,1
1816,1,1,1,12,1
1817,0,3,2,136,1
1818,16,3,0,9,1
1819,1,6,1,116,1
1820,0,1,1920,15360,1
1821,10,22,0,58,4
1822,5,5,0,25,1
1823,21,22,0,28,4
1824,1,4,2,48,1
1825,3,2,0,126,1
1826,6,1,0,21,1
1827,4,22,0,172,4
1828,3,2,0,409,1
1829,4,9,0,30,1
1830,2,18,0,230,4
1831,1,5,2,88,1
1832,8,1,0,9,1
1833,1,3,2,136,1
1834,0,3,2,112,1
1835,14,22,0,52,4
1836,1,1,1920,15360,1
1837,0,1,0,0,1
1838,2,22,0,288,4
1839,0,3,0,0,1
1840,13,14,0,14,4
1841,6,5,0,1,1
1842,17,20,0,27,4
1843,8,22,0,71,4
1844,0,3,2,104,1
1845,8,2,0,230,1
1846,2,1,1,32,1
1847,1,22,1,740,4
1848,43,7,0,10,1
1849,27,6,0,6,1
1850,6,22,0,100,4
1851,4,1,0,10,1
1852,1,3,2,112,1
1853,0,3,2,112,1
1854,1,22,1,920,4
1855,0,3,2,136,1
1856,2,7,1,128,1
1857,12,22,0,53,4
1858,3,2,0,205,1
1859,1,3,2,136,1
1860,0,3,2,136,1
1861,1,1,2,456,1
1862,6,1,0,18,1
1863,26,8,0,0,1
1864,3,1,0,24,1
1865,0,1,1,12,1
1866,17,1,0,8,1
1867,2,2,0,1474,1
1868,44,21,0,14,4
1869,11,22,0,41,4
1870,4,2,0,259,1
1871,4,7,0,38,1
1872,0,2,1,1064,1
1873,5,22,0,155,4
1874,0,3,2,136,1
1875,7,22,0,69,4
1876,0,15,0,0,4
1877,0,3,0,0,1
1878,4,1,480,3840,1
1879,4,6,0,14,1
1880,0,3,0,0,1
1881,1,3,2,136,1
1882,1,2,1920,15360,1
1883,1,22,1,676,4
1884,1,3,2,112,1
1885,1,1,1,12,1
1886,0,4,0,0,1
1887,0,1,1,12,1
1888,0,3,2,136,1
1889,0,1,1,12,1
1890,3,2,0,260,1
1891,1,3,2,112,1
1892,13,22,0,38,4
1893,0,1,0,0,1
1894,2,7,1,68,1
1895,2,2,0,122,1
1896,33,3,0,0,1
1897,1,3,2,176,1
1898,0,1,1,12,1
1899,4,1,0,72,1
1900,1,2,2,864,1
1901,0,3,2,136,1
1902,1,2,2,160,1
1903,4,2,0,180,1
1904,1,3,2,136,1
1905,0,3,2,112,1
1906,9,3,0,12,1
1907,0,1,1,12,1
1908,0,3,2,136,1
1909,1,22,1,444,4
1910,2,22,0,252,4
1911,7,22,0,72,4
1912,5,6,0,48,1
1913,0,2,1920,15360,1
1914,40,1,0,0,1
1915,0,3,0,0,1
1916,2,2,0,156,1
1917,3,6,0,53,1
1918,1,12,1,252,4
1919,0,3,2,112,1
1920,10,2,0,78,1
1921,1,1,1,12,1
1922,3,22,0,190,4
1923,5,22,0,112,4
1924,26,1,0,8,1
1925,0,1,1,12,1
1926,21,22,0,26,4
1927,0,2,1,108,1
1928,5,22,0,110,4
1929,216,2,0,2,1
1930,2,1,1,48,1
1931,9,22,0,51,4
1932,6,7,0,53,1
1933,12,6,0,10,1
1934,5,2,0,44,1
1935,4,2,0,360,1
1936,0,1,1,12,1
1937,142,1,0,2,1
1938,6,10,0,44,1
1939,1,1,2,104,1
1940,4,5,0,34,1
1941,1,7,2,112,1
1942,0,1,1920,15360,1
1943,8,6,0,12,1
1944,0,1,1,12,1
1945,0,3,2,136,1
1946,50,1,0,6,1
1947,0,2,1920,15360,1
1948,0,3,2,88,1
1949,0,1,1,12,1
1950,0,3,0,0,1
1951,53,4,0,7,1
1952,1,2,1920,15360,1
1953,1,6,1,120,1
1954,1,3,2,112,1
1955,0,3,2,136,1
1956,3,22,0,166,4
1957,1,3,1920,15360,1
1958,2,5,1,48,1
1959,0,3,2,112,1
1960,13,19,0,40,4
1961,5,18,0,81,4
1962,7,22,0,91,4
1963,5,22,0,120,4
1964,1,2,1920,15360,1
1965,0,7,0,0,1
1966,14,1,0,4,1
1967,1,5,2,152,1
1968,4,2,0,219,1
1969,0,3,2,136,1
1970,0,1,1920,15360,1
1971,1,3,0,0,1
1972,0,3,2,136,1
1973,0,1,2,264,1
1974,44,22,0,12,4
1975,2,1,1,36,1
1976,17,21,0,37,4
1977,7,22,0,70,4
1978,0,1,1,12,1
1979,3,3,0,181,1
1980,5,11,0,24,1
1981,4,1,480,3840,1
1982,1,14,1,312,4
1983,1,3,2,1040,1
1984,1,1,2,64,1
1985,0,1,2,696,1
1986,2,1,1,48,1
1987,3,22,0,182,4
1988,36,2,0,70,1
1989,5,1,0,6,1
1990,2,2,960,7680,1
1991,5,4,0,44,1
1992,1,10,1,212,1
1993,17,18,0,6,4
1994,40,10,0,8,1
1995,11,2,0,139,1
1996,2,1,1,56,1
1997,1,1,2,112,1
1998,0,3,2,136,1
1999,0,1,1920,15360,1
2000,1,1,1920,15360,1
2001,0,1,1,12,1
2002,4,6,0,54,1
2003,1,3,2,136,1
2004,0,1,2,112,1
2005,7,2,0,128,1
2006,1,3,2,136,1
2007,1,6,1,124,1
2008,0,1,1,12,1
2009,0,2,0,0,1
2010,1,1,2,104,1
2011,0,2,2,104,1
2012,1,1,1920,15360,1
2013,11,21,0,51,4
2014,33,2,0,24,1
2015,4,2,0,337,1
2016,17,9,0,20,1
2017,4,5,0,16,1
2018,109,2,0,3,1
2019,0,1,2,64,1
2020,2,7,1,56,1
2021,7,15,0,50,4
2022,4,1,0,16,1
2023,186,22,0,1,4
2024,13,6,0,28,1
2025,14,3,0,8,1
2026,1,3,2,96,1
2027,7,22,0,93,4
2028,0,3,2,136,1
2029,5,1,0,6,1
2030,28,2,0,22,1
2031,1,3,2,136,1
2032,1,2,1,320,1
2033,0,3,0,0,1
2034,0,1,1,12,1
2035,12,2,0,278,1
2036,1,1,2,112,1
2037,0,3,2,136,1
2038,3,4,0,122,1
2039,12,1,0,16,1
2040,0,3,0,0,1
2041,0,1,1,12,1
2042,2,1,0,6,1
2043,0,7,0,0,1
2044,2,4,1,112,1
2045,26,22,0,24,4
2046,1,6,1,124,1
2047,15,3,0,2,1
2048,4,10,0,63,1
2049,0,3,2,112,1
2050,7,2,0,385,1
2051,6,2,0,375,1
2052,5,11,0,24,1
2053,4,3,0,30,1
2054,2,2,0,288,1
2055,0,3,2,112,1
2056,0,1,1,12,1
2057,4,6,0,82,1
2058,2,1,1,164,1
2059,48,1,0,1,1
2060,4,22,0,163,4
2061,0,2,1920,15360,1
2062,6,22,0,125,4
2063,0,3,2,112,1
2064,30,2,0,92,1
2065,54,15,0,1,4
2066,4,7,0,30,1
2067,0,2,0,0,1
2068,13,1,0,15,1
2069,0,1,0,0,1
2070,1,14,1,380,4
2071,2,6,1,232,1
2072,1,1,2,56,1
2073,0,3,0,0,1
2074,4,1,0,26,1
2075,6,2,0,312,1
2076,38,1,0,2,1
2077,0,1,2,48,1
2078,9,22,0,52,4
2079,1,3,2,192,1
2080,1,5,2,192,1
2081,0,3,2,112,1
2082,2,3,0,0,1
2083,1,3,0,0,1
2084,1,1,2,112,1
2085,0,3,0,0,1
2086,2,21,0,388,4
2087,6,7,0,21,1
2088,1,7,2,112,1
2089,1,1,2,120,1
2090,7,5,0,184,1
2091,1,3,2,136,1
2092,52,2,0,55,1
2093,5,2,0,104,1
2094,0,1,1,12,1
2095,1,1,2,112,1
2096,1,3,2,680,1
2097,0,1,0,0,1
2098,73,1,0,2,1
2099,150,1,0,0,1
2100,0,2,1,320,1
2101,0,1,1,12,1
2102,3,2,0,505,1
2103,1,1,1,12,1
2104,1,1,2,72,1
2105,0,1,1,12,1
2106,3,3,0,37,1
2107,0,2,1920,15360,1
2108,11,11,0,26,1
2109,17,22,0,32,4
2110,138,22,0,3,4
2111,309,1,0,0,1
2112,7,22,0,65,4
2113,1,20,1,460,4
2114,154,1,12,99,1
2115,19,6,0,33,1
2116,0,1,0,0,1
2117,1,1,1920,15360,1
2118,1,7,2,112,1
2119,2,7,1,76,1
2120,2,1,1,56,1
2121,4,22,0,152,4
2122,1,1,2,728,1
2123,0,3,0,0,1
2124,15,1,0,3,1
2125,1,22,1,444,4
2126,0,1,1,12,1
2127,0,1,2,48,1
2128,0,1,1,12,1
2129,573,6,0,0,1
2130,1,3,2,136,1
2131,5,6,0,89,1
2132,2,3,1,124,1
2133,0,3,0,0,1
2134,5,15,0,11,4
2135,3,2,0,193,1
2136,165,1,0,1,1
2137,0,1,2,72,1
2138,1,3,2,112,1
2139,0,3,2,136,1
2140,17,1,0,2,1
2141,13,1,0,32,1
2142,0,2,1,376,1
2143,1,7,2,192,1
2144,1,3,2,112,1
2145,1,3,2,112,1
2146,0,3,2,136,1
2147,15,21,0,36,4
2148,0,1,2,112,1
2149,2,3,1,68,1
2150,5,2,0,53,1
2151,1,3,2,136,1
2152,1,2,1,288,1
2153,0,3,2,136,1
2154,1,3,2,112,1
2155,6,21,0,90,4
2156,2,2,960,7680,1
2157,12,2,0,117,1
2158,0,3,0,0,1
2159,9,6,0,26,1
2160,6,2,0,98,1
2161,1,3,2,136,1
2162,9,1,0,20,1
2163,1,2,1920,15360,1
2164,0,5,2,192,1
2165,4,1,0,42,1
2166,176,1,0,0,1
2167,1,7,2,112,1
2168,7,21,0,68,4
2169,14,2,0,160,1
2170,0,3,2,136,1
2171,0,1,1,12,1
2172,1,6,2,296,1
2173,18,22,0,29,4
2174,2,5,1,40,1
2175,0,1,0,0,1
2176,23,2,0,122,1
2177,2,6,1,40,1
